Word,SegmentationA,SegmentationB,SegmentationC
azozomonyula,a-zo-monyul-a,a-zo-monyul-a,azo-monyul-a
azozompintsha,a-zo-mpintsh-a,a-zo-mpintsh-a,azo-mpintsh-a
azozonambitha,a-zo-nambith-a,a-zo-nambith-a,azo-nambith-a
azozoncola,a-zo-ncol-a,a-zo-ncol-a,azo-ncol-a
azozongcolisa,a-zo-ngcolis-a,a-zo-ngcolis-a,azo-ngcolis-a
azozongena,a-zo-ngen-a,a-zo-ngen-a,azo-ngen-a
azozongenela,a-zo-ngenel-a,a-zo-ngenel-a,azo-ngenel-a
azozonika,a-zo-nik-a,a-zo-nik-a,azo-nik-a
azozonikeza,a-zo-nikez-a,a-zo-nikez-a,azo-nikez-a
azozonqandwa,a-zo-nqandw-a,a-zo-nqandw-a,azo-nqandw-a
azozonqanyulwa,a-zo-nqanyulw-a,a-zo-nqanyulw-a,azo-nqanyulw-a
azozonqoba,a-zo-nqob-a,a-zo-nqob-a,azo-nqob-a
azozonquma,a-zo-nqum-a,a-zo-nqum-a,azo-nqum-a
azozontshontsha,a-zo-ntshontsh-a,a-zo-ntshontsh-a,azo-ntshontsh-a
azozonxusa,a-zo-nxus-a,a-zo-nxus-a,azo-nxus-a
azozophambukisa,a-zo-phambukis-a,a-zo-phambukis-a,azo-phambukis-a
azozophekula,a-zo-phekul-a,a-zo-phekul-a,azo-phekul-a
azozopheleliselwa,a-zo-pheleliselw-a,a-zo-pheleliselw-a,azo-pheleliselw-a
azozophelelwa,a-zo-phelelw-a,a-zo-phelelw-a,azo-phelelw-a
azozophikelwa,a-zo-phikelw-a,a-zo-phikelw-a,azo-phikelw-a
azozophila,a-zo-phil-a,a-zo-phil-a,azo-phil-a
azozophishekela,a-zo-phishekel-a,a-zo-phishekel-a,azo-phishekel-a
azozophonswa,a-zo-phonsw-a,a-zo-phonsw-a,azo-phonsw-a
azozophulula,a-zo-phulul-a,a-zo-phulul-a,azo-phulul-a
azozophuma,a-zo-phum-a,a-zo-phum-a,azo-phum-a
azozophundla,a-zo-phundl-a,a-zo-phundl-a,azo-phundl-a
azozophuza,a-zo-phuz-a,a-zo-phuz-a,azo-phuz-a
azozophuzisa,a-zo-phuzis-a,a-zo-phuzis-a,azo-phuzis-a
azozoqala,a-zo-qala,a-zo-qala,azo-qala
azozoqambela,a-zo-qambel-a,a-zo-qambel-a,azo-qambel-a
azozoqaphela,a-zo-qaphel-a,a-zo-qaphel-a,azo-qaphel-a
azozoqapheleka,a-zo-qaphelek-a,a-zo-qaphelek-a,azo-qaphelek-a
azozoqaqwa,a-zo-qaqw-a,a-zo-qaqw-a,azo-qaqw-a
azozoqeda,a-zo-qed-a,a-zo-qed-a,azo-qed-a
azozoqhathaniswa,a-zo-qhathanisw-a,a-zo-qhathanisw-a,azo-qhathanisw-a
azozoqhunsulela,a-zo-qhunsulel-a,a-zo-qhunsulel-a,azo-qhunsulel-a
azozoqikelela,a-zo-qikelel-a,a-zo-qikelel-a,azo-qikelel-a
azozoqiniseka,a-zo-qinisek-a,a-zo-qinisek-a,azo-qinisek-a
azozoqinisekisa,a-zo-qinisekis-a,a-zo-qinisekis-a,azo-qinisekis-a
azozoqonda,a-zo-qond-a,a-zo-qond-a,azo-qond-a
azozosalela,a-zo-salel-a,a-zo-salel-a,azo-salel-a
azozosebenzana,a-zo-sebenzan-a,a-zo-sebenzan-a,azo-sebenzan-a
azozosebenzisa,a-zo-sebenzis-a,a-zo-sebenzis-a,azo-sebenzis-a
azozosekela,a-zo-sekel-a,a-zo-sekel-a,azo-sekel-a
azozoshintsha,a-zo-shintsh-a,a-zo-shintsh-a,azo-shintsh-a
azozoshisa,a-zo-shis-a,a-zo-shis-a,azo-shis-a
azozoshiyelana,a-zo-shiyelan-a,a-zo-shiyelan-a,azo-shiyelan-a
azozoshoshozelwa,a-zo-shoshozelw-a,a-zo-shoshozelw-a,azo-shoshozelw-a
azozoshumayelela,a-zo-shumayelel-a,a-zo-shumayelel-a,azo-shumayelel-a
azozosikisela,a-zo-sikisel-a,a-zo-sikisel-a,azo-sikisel-a
azozosinisela,a-zo-sinisel-a,a-zo-sinisel-a,azo-sinisel-a
azozosondela,a-zo-sondel-a,a-zo-sondel-a,azo-sondel-a
azozosutshelwa,a-zo-sutshelw-a,a-zo-sutshelw-a,azo-sutshelw-a
azozothabathela,a-zo-thabathel-a,a-zo-thabathel-a,azo-thabathel-a
azozothabisa,a-zo-thabis-a,a-zo-thabis-a,azo-thabis-a
azozothaka,a-zo-thak-a,a-zo-thak-a,azo-thak-a
azozothanda,a-zo-thand-a,a-zo-thand-a,azo-thand-a
azozothatha,a-zo-thath-a,a-zo-thath-a,azo-thath-a
azozothengiselwa,a-zo-thengiselw-a,a-zo-thengiselw-a,azo-thengiselw-a
azozothintwa,a-zo-thintw-a,a-zo-thintw-a,azo-thintw-a
azozothola,a-zo-thol-a,a-zo-thol-a,azo-thol-a
azozotholwa,a-zo-tholw-a,a-zo-tholw-a,azo-tholw-a
azozothonya,a-zo-thony-a,a-zo-thony-a,azo-thony-a
azozothuka,a-zo-thuk-a,a-zo-thuk-a,azo-thuk-a
azozothulisa,a-zo-thulis-a,a-zo-thulis-a,azo-thulis-a
azozothumela,a-zo-thumel-a,a-zo-thumel-a,azo-thumel-a
azozothuthukisa,a-zo-thuthukis-a,a-zo-thuthukis-a,azo-thuthukis-a
azozothwesa,a-zo-thwes-a,a-zo-thwes-a,azo-thwes-a
azozotshala,a-zo-tshal-a,a-zo-tshal-a,azo-tshal-a
azozotshela,a-zo-tshel-a,a-zo-tshel-a,azo-tshel-a
azozovalelisa,a-zo-valelis-a,a-zo-valelis-a,azo-valelis-a
azozovama,a-zo-vam-a,a-zo-vam-a,azo-vam-a
azozoveza,a-zo-vez-a,a-zo-vez-a,azo-vez-a
azozovikelwa,a-zo-vikelw-a,a-zo-vikelw-a,azo-vikelw-a
azozovimbela,a-zo-vimbel-a,a-zo-vimbel-a,azo-vimbel-a
azozovukuza,a-zo-vukuz-a,a-zo-vukuz-a,azo-vukuz-a
azozovulelwa,a-zo-vulelw-a,a-zo-vulelw-a,azo-vulelw-a
azozovulwa,a-zo-vulw-a,a-zo-vulw-a,azo-vulw-a
azozovuma,a-zo-vum-a,a-zo-vum-a,azo-vum-a
azozovusa,a-zo-vus-a,a-zo-vus-a,azo-vus-a
azozoxazulula,a-zo-xazulul-a,a-zo-xazulul-a,azo-xazulul-a
azozoxwaya,a-zo-xway-a,a-zo-xway-a,azo-xway-a
azozoyala,a-zo-yal-a,a-zo-yal-a,azo-yal-a
azozoyaleza,a-zo-yalez-a,a-zo-yalez-a,azo-yalez-a
azozoyeka,a-zo-yek-a,a-zo-yek-a,azo-yek-a
azozoyekwa,a-zo-yekw-a,a-zo-yekw-a,azo-yekw-a
azozoyengeka,a-zo-yengek-a,a-zo-yengek-a,azo-yengek-a
azozoyobuza,a-zo-yobuz-a,a-zo-yobuz-a,azo-yobuz-a
azozozama,a-zo-zam-a,a-zo-zam-a,azo-zam-a
azozozazisa,a-zo-zazis-a,a-zo-zazis-a,azo-zazis-a
azozozibekela,a-zo-zibekel-a,a-zo-zibekel-a,azo-zibekel-a
azozozindla,a-zo-zindl-a,a-zo-zindl-a,azo-zindl-a
azozozoba,a-zo-zob-a,a-zo-zob-a,azo-zob-a
azozozwakalisa,a-zo-zwakalis-a,a-zo-zwakalis-a,azo-zwakalis-a
azuzwa,a-zuzw-a,a-zuzw-a,umoya
azwakalisa,a-zwakalis-a,a-zwakalis-a,onkulunkulu
baaba,b-a-b-a,b-a-b-a,ba-b-a
baababeka,b-a-babek-a,b-a-babek-a,ba-babek-a
baabalekela,b-a-balekel-a,b-a-balekel-a,ba-balekel-a
baabalekelwa,b-a-balekelw-a,b-a-balekelw-a,ba-balekelw-a
baabalela,b-a-balel-a,b-a-balel-a,ba-balel-a
baabalelwa,b-a-balelw-a,b-a-balelw-a,ba-balelw-a
baabamba,b-a-bamb-a,b-a-bamb-a,ba-bamb-a
baabanda,b-a-band-a,b-a-band-a,ba-band-a
baabangela,b-a-bangel-a,b-a-bangel-a,ba-bangel-a
baabawela,b-a-bawel-a,b-a-bawel-a,ba-bawel-a
baabekezelela,b-a-bekezelel-a,b-a-bekezelel-a,ba-bekezelel-a
baabekwa,b-a-bekw-a,b-a-bekw-a,ba-bekw-a
baabenga,b-a-beng-a,b-a-beng-a,ba-beng-a
baabetha,b-a-beth-a,b-a-beth-a,ba-beth-a
baabezwa,b-a-bezw-a,b-a-bezw-a,ba-bezw-a
baabhabhathizwa,b-a-bhabhathizw-a,b-a-bhabhathizw-a,ba-bhabhathizw-a
baabhajwa,b-a-bhajw-a,b-a-bhajw-a,ba-bhajw-a
baabhala,b-a-bhal-a,b-a-bhal-a,ba-bhal-a
baabhebhezela,b-a-bhebhezel-a,b-a-bhebhezel-a,ba-bhebhezel-a
baabheca,b-a-bhec-a,b-a-bhec-a,ba-bhec-a
baabheka,b-a-bhek-a,b-a-bhek-a,ba-bhek-a
baabhibha,b-a-bhibh-a,b-a-bhibh-a,ba-bhibh-a
baabhinca,b-a-bhinc-a,b-a-bhinc-a,ba-bhinc-a
baabhixa,b-a-bhix-a,b-a-bhix-a,ba-bhix-a
baabhoka,b-a-bhok-a,b-a-bhok-a,ba-bhok-a
baabhubhisa,b-a-bhubhis-a,b-a-bhubhis-a,ba-bhubhis-a
baabika,b-a-bik-a,b-a-bik-a,ba-bik-a
baabikela,b-a-bikel-a,b-a-bikel-a,ba-bikel-a
baabikezela,b-a-bikezel-a,b-a-bikezel-a,ba-bikezel-a
baabila,b-a-a-bil-a,b-a-a-bil-a,ba-a-bil-a
baabinya,b-a-biny-a,b-a-biny-a,ba-biny-a
baabiywa,b-a-biyw-a,b-a-biyw-a,ba-biyw-a
baabiza,b-a-biz-a,b-a-biz-a,ba-biz-a
baabona,b-a-bon-a,b-a-bon-a,ba-bon-a
baabonakalisa,b-a-bonakalis-a,b-a-bonakalis-a,ba-bonakalis-a
baabonisa,b-a-bonis-a,b-a-bonis-a,ba-bonis-a
baabopha,b-a-boph-a,b-a-boph-a,ba-boph-a
baabuba,b-a-bub-a,b-a-bub-a,ba-bub-a
baabukeza,b-a-bukez-a,b-a-bukez-a,ba-bukez-a
baabulala,b-a-bulal-a,b-a-bulal-a,ba-bulal-a
baabulawa,b-a-bulaw-a,b-a-bulaw-a,ba-bulaw-a
baabumbela,b-a-bumbel-a,b-a-bumbel-a,ba-bumbel-a
baabusa,b-a-bus-a,b-a-bus-a,ba-bus-a
baabusisa,b-a-busis-a,b-a-busis-a,ba-busis-a
baabuthwa,b-a-buthw-a,b-a-buthw-a,ba-buthw-a
baabuyisela,b-a-buyisel-a,b-a-buyisel-a,ba-buyisel-a
baabuza,b-a-buz-a,b-a-buz-a,ba-buz-a
baacabanga,b-a-cabang-a,b-a-cabang-a,ba-cabang-a
baacabangela,b-a-cabangel-a,b-a-cabangel-a,ba-cabangel-a
baacela,b-a-cel-a,b-a-cel-a,ba-cel-a
baacelwa,b-a-celw-a,b-a-celw-a,ba-celw-a
baachasisa,b-a-chasis-a,b-a-chasis-a,ba-chasis-a
baachathekela,b-a-chathekel-a,b-a-chathekel-a,ba-chathekel-a
baachaza,b-a-chaz-a,b-a-chaz-a,ba-chaz-a
baachazelwa,b-a-chazelw-a,b-a-chazelw-a,ba-chazelw-a
baachazwa,b-a-chazw-a,b-a-chazw-a,ba-chazw-a
baachezukisa,b-a-chezukis-a,b-a-chezukis-a,ba-chezukis-a
baachichima,b-a-chichim-a,b-a-chichim-a,ba-chichim-a
baachitha,b-a-chith-a,b-a-chith-a,ba-chith-a
baachoma,b-a-chom-a,b-a-chom-a,ba-chom-a
baachula,b-a-chul-a,b-a-chul-a,ba-chul-a
baacima,b-a-cim-a,b-a-cim-a,ba-cim-a
baacindeza,b-a-cindez-a,b-a-cindez-a,ba-cindez-a
baacindezela,b-a-cindezel-a,b-a-cindezel-a,ba-cindezel-a
baacinga,b-a-cing-a,b-a-cing-a,ba-cing-a
baacinisa,b-a-cinis-a,b-a-cinis-a,ba-cinis-a
baacobeka,b-a-cobek-a,b-a-cobek-a,ba-cobek-a
baacobela,b-a-cobel-a,b-a-cobel-a,ba-cobel-a
baacolisisa,b-a-colisis-a,b-a-colisis-a,ba-colisis-a
baaconsisa,b-a-consis-a,b-a-consis-a,ba-consis-a
baacwala,b-a-cwal-a,b-a-cwal-a,ba-cwal-a
baacwazimulisa,b-a-cwazimulis-a,b-a-cwazimulis-a,ba-cwazimulis-a
baacwilisa,b-a-cwilis-a,b-a-cwilis-a,ba-cwilis-a
baacwiliswa,b-a-cwilisw-a,b-a-cwilisw-a,ba-cwilisw-a
baadabuka,b-a-dabuk-a,b-a-dabuk-a,ba-dabuk-a
baadabula,b-a-dabul-a,b-a-dabul-a,ba-dabul-a
baadakwana,b-a-dakwan-a,b-a-dakwan-a,ba-dakwan-a
baadansa,b-a-dans-a,b-a-dans-a,ba-dans-a
baadayisa,b-a-dayis-a,b-a-dayis-a,ba-dayis-a
baadela,b-a-del-a,b-a-del-a,ba-del-a
baadinga,b-a-ding-a,b-a-ding-a,ba-ding-a
baadingeka,b-a-dingek-a,b-a-dingek-a,ba-dingek-a
baadingisa,b-a-dingis-a,b-a-dingis-a,ba-dingis-a
baadla,b-a-dl-a,b-a-dl-a,ba-dl-a
baadleka,b-a-dlek-a,b-a-dlek-a,ba-dlek-a
baadlisa,b-a-dlis-a,b-a-dlis-a,ba-dlis-a
baadlondlobala,b-a-dlondlobal-a,b-a-dlondlobal-a,ba-dlondlobal-a
baadlovula,b-a-dlovul-a,b-a-dlovul-a,ba-dlovul-a
baadlula,b-a-dlul-a,b-a-dlul-a,ba-dlul-a
baadonsela,b-a-donsel-a,b-a-donsel-a,ba-donsel-a
baadubela,b-a-dubel-a,b-a-dubel-a,ba-dubel-a
baaduduza,b-a-duduz-a,b-a-duduz-a,ba-duduz-a
baaduka,b-a-duk-a,b-a-duk-a,ba-duk-a
baadukisa,b-a-dukis-a,b-a-dukis-a,ba-dukis-a
baadukuza,b-a-dukuz-a,b-a-dukuz-a,ba-dukuz-a
baadumaza,b-a-dumaz-a,b-a-dumaz-a,ba-dumaz-a
baadumela,b-a-dumel-a,b-a-dumel-a,ba-dumel-a
baadumisa,b-a-dumis-a,b-a-dumis-a,ba-dumis-a
baadushuza,b-a-dushuz-a,b-a-dushuz-a,ba-dushuz-a
baafafaza,b-a-fafaz-a,b-a-fafaz-a,ba-fafaz-a
baafaka,b-a-fak-a,b-a-fak-a,ba-fak-a
baafakazelwa,b-a-fakazelw-a,b-a-fakazelw-a,ba-fakazelw-a
baafanekisela,b-a-fanekisel-a,b-a-fanekisel-a,ba-fanekisel-a
baafanisa,b-a-fanis-a,b-a-fanis-a,ba-fanis-a
baafeza,b-a-fez-a,b-a-fez-a,ba-fez-a
baafica,b-a-fic-a,b-a-fic-a,ba-fic-a
baafikisa,b-a-fikis-a,b-a-fikis-a,ba-fikis-a
baafingqa,b-a-fingq-a,b-a-fingq-a,ba-fingq-a
baafinyelela,b-a-finyelel-a,b-a-finyelel-a,ba-finyelel-a
baafiphala,b-a-fiphal-a,b-a-fiphal-a,ba-fiphal-a
baafiphaza,b-a-fiphaz-a,b-a-fiphaz-a,ba-fiphaz-a
baafisa,b-a-fis-a,b-a-fis-a,ba-fis-a
baafisela,b-a-fisel-a,b-a-fisel-a,ba-fisel-a
baafuduka,b-a-fuduk-a,b-a-fuduk-a,ba-fuduk-a
baafuna,b-a-fun-a,b-a-fun-a,ba-fun-a
baafunda,b-a-fund-a,b-a-fund-a,ba-fund-a
baafundela,b-a-fundel-a,b-a-fundel-a,ba-fundel-a
baafundisa,b-a-fundis-a,b-a-fundis-a,ba-fundis-a
baafunga,b-a-fung-a,b-a-fung-a,ba-fung-a
baafunwa,b-a-funw-a,b-a-funw-a,ba-funw-a
baagada,b-a-gad-a,b-a-gad-a,ba-gad-a
baaganya,b-a-gany-a,b-a-gany-a,ba-gany-a
baagayisisa,b-a-gayisis-a,b-a-gayisis-a,ba-gayisis-a
baagaywa,b-a-gayw-a,b-a-gayw-a,ba-gayw-a
baagcina,b-a-gcin-a,b-a-gcin-a,ba-gcin-a
baagcinela,b-a-gcinel-a,b-a-gcinel-a,ba-gcinel-a
baagcizelela,b-a-gcizelel-a,b-a-gcizelel-a,ba-gcizelel-a
baagcoba,b-a-gcob-a,b-a-gcob-a,ba-gcob-a
baagcwala,b-a-gcwal-a,b-a-gcwal-a,ba-gcwal-a
baagcwalisa,b-a-gcwalis-a,b-a-gcwalis-a,ba-gcwalis-a
baagcwaliswa,b-a-gcwalisw-a,b-a-gcwalisw-a,ba-gcwalisw-a
baagebhula,b-a-gebhul-a,b-a-gebhul-a,ba-gebhul-a
baagembula,b-a-gembul-a,b-a-gembul-a,ba-gembul-a
baagenca,b-a-genc-a,b-a-genc-a,ba-genc-a
baageza,b-a-gez-a,b-a-gez-a,ba-gez-a
baagilwa,b-a-gilw-a,b-a-gilw-a,ba-gilw-a
baagingqela,b-a-gingqel-a,b-a-gingqel-a,ba-gingqel-a
baagqashuka,b-a-gqashuk-a,b-a-gqashuk-a,ba-gqashuk-a
baagqashulwa,b-a-gqashulw-a,b-a-gqashulw-a,ba-gqashulw-a
baagqoka,b-a-gqok-a,b-a-gqok-a,ba-gqok-a
baagqugquzela,b-a-gqugquzel-a,b-a-gqugquzel-a,ba-gqugquzel-a
baagubha,b-a-gubh-a,b-a-gubh-a,ba-gubh-a
baagudla,b-a-gudl-a,b-a-gudl-a,ba-gudl-a
baagudlulela,b-a-gudlulel-a,b-a-gudlulel-a,ba-gudlulel-a
baagunya,b-a-guny-a,b-a-guny-a,ba-guny-a
baagunyaza,b-a-gunyaz-a,b-a-gunyaz-a,ba-gunyaz-a
baaguqa,b-a-guq-a,b-a-guq-a,ba-guq-a
baaguqukela,b-a-guqukel-a,b-a-guqukel-a,ba-guqukel-a
baagwema,b-a-gwem-a,b-a-gwem-a,ba-gwem-a
baagxambuza,b-a-gxambuz-a,b-a-gxambuz-a,ba-gxambuz-a
baagxeka,b-a-gxek-a,b-a-gxek-a,ba-gxek-a
baagxila,b-a-gxil-a,b-a-gxil-a,ba-gxil-a
baagxilisa,b-a-gxilis-a,b-a-gxilis-a,ba-gxilis-a
baahabula,b-a-habul-a,b-a-habul-a,ba-habul-a
baahalalisela,b-a-halalisel-a,b-a-halalisel-a,ba-halalisel-a
baahamba,b-a-hamb-a,b-a-hamb-a,ba-hamb-a
baahambela,b-a-hambel-a,b-a-hambel-a,ba-hambel-a
baahambisa,b-a-hambis-a,b-a-hambis-a,ba-hambis-a
baahambisela,b-a-hambisel-a,b-a-hambisel-a,ba-hambisel-a
baahana,b-a-han-a,b-a-han-a,ba-han-a
baahehwa,b-a-hehw-a,b-a-hehw-a,ba-hehw-a
baahlabelela,b-a-hlabelel-a,b-a-hlabelel-a,ba-hlabelel-a
baahlahla,b-a-hlahl-a,b-a-hlahl-a,ba-hlahl-a
baahlala,b-a-hlal-a,b-a-hlal-a,ba-hlal-a
baahlamba,b-a-hlamb-a,b-a-hlamb-a,ba-hlamb-a
baahlambalaza,b-a-hlambalaz-a,b-a-hlambalaz-a,ba-hlambalaz-a
baahlanganiswa,b-a-hlanganisw-a,b-a-hlanganisw-a,ba-hlanganisw-a
baahlanganyela,b-a-hlanganyel-a,b-a-hlanganyel-a,ba-hlanganyel-a
baahlanguza,b-a-hlanguz-a,b-a-hlanguz-a,ba-hlanguz-a
baahlasela,b-a-hlasel-a,b-a-hlasel-a,ba-hlasel-a
baahlaselwa,b-a-hlaselw-a,b-a-hlaselw-a,ba-hlaselw-a
baahlatshwa,b-a-hlatshw-a,b-a-hlatshw-a,ba-hlatshw-a
baahlawula,b-a-hlawul-a,b-a-hlawul-a,ba-hlawul-a
baahlaziywa,b-a-hlaziyw-a,b-a-hlaziyw-a,ba-hlaziyw-a
baahleka,b-a-hlek-a,b-a-hlek-a,ba-hlek-a
baahlela,b-a-hlel-a,b-a-hlel-a,ba-hlel-a
baahlelela,b-a-hlelel-a,b-a-hlelel-a,ba-hlelel-a
baahlenga,b-a-hleng-a,b-a-hleng-a,ba-hleng-a
baahlengezela,b-a-hlengezel-a,b-a-hlengezel-a,ba-hlengezel-a
baahlephuka,b-a-hlephuk-a,b-a-hlephuk-a,ba-hlephuk-a
baahlikiza,b-a-hlikiz-a,b-a-hlikiz-a,ba-hlikiz-a
baahlinzekela,b-a-hlinzekel-a,b-a-hlinzekel-a,ba-hlinzekel-a
baahlola,b-a-hlol-a,b-a-hlol-a,ba-hlol-a
baahloma,b-a-hlom-a,b-a-hlom-a,ba-hlom-a
baahlongozwa,b-a-hlongozw-a,b-a-hlongozw-a,ba-hlongozw-a
baahlonipha,b-a-hloniph-a,b-a-hloniph-a,ba-hloniph-a
baahlosa,b-a-hlos-a,b-a-hlos-a,ba-hlos-a
baahlukene,ba-ahluken-e,ba-ahluken-e,ba-ahluken-e
baahlukile,ba-ahluk-ile,ba-ahluk-ile,ba-ahluk-ile
baahlukunyezwa,b-a-hlukunyezw-a,b-a-hlukunyezw-a,ba-hlukunyezw-a
baahluleka,b-a-hlulek-a,b-a-hlulek-a,ba-hlulek-a
baahlulwa,b-a-hlulw-a,b-a-hlulw-a,ba-hlulw-a
baahluma,b-a-hlum-a,b-a-hlum-a,ba-hlum-a
baahlungwa,b-a-hlungw-a,b-a-hlungw-a,ba-hlungw-a
baahlupheka,b-a-hluphek-a,b-a-hluphek-a,ba-hluphek-a
baahlwa,b-a-hlw-a,b-a-hlw-a,ba-hlw-a
baahlwitha,b-a-hlwith-a,b-a-hlwith-a,ba-hlwith-a
baahudula,b-a-hudul-a,b-a-hudul-a,ba-hudul-a
baahumusha,b-a-humush-a,b-a-humush-a,ba-humush-a
baahungwa,b-a-hungw-a,b-a-hungw-a,ba-hungw-a
baahuqa,b-a-huq-a,b-a-huq-a,ba-huq-a
baahuquzela,b-a-huquzel-a,b-a-huquzel-a,ba-huquzel-a
baajabula,b-a-jabul-a,b-a-jabul-a,ba-jabul-a
baajabulela,b-a-jabulel-a,b-a-jabulel-a,ba-jabulel-a
baajabulisa,b-a-jabulis-a,b-a-jabulis-a,ba-jabulis-a
baajakada,b-a-jakad-a,b-a-jakad-a,ba-jakad-a
baajeqeza,b-a-jeqez-a,b-a-jeqez-a,ba-jeqez-a
baajikijela,b-a-jikijel-a,b-a-jikijel-a,ba-jikijel-a
baajokola,b-a-jokol-a,b-a-jokol-a,ba-jokol-a
baajuluka,b-a-juluk-a,b-a-juluk-a,ba-juluk-a
baajuqa,b-a-juq-a,b-a-juq-a,ba-juq-a
baajwayelana,b-a-jwayelan-a,b-a-jwayelan-a,ba-jwayelan-a
baakapa,b-a-kap-a,b-a-kap-a,ba-kap-a
baakha,b-a-kh-a,b-a-kh-a,ba-kh-a
baakhahlamezeka,b-a-khahlamezek-a,b-a-khahlamezek-a,ba-khahlamezek-a
baakhala,b-a-khal-a,b-a-khal-a,ba-khal-a
baakhalimela,b-a-khalimel-a,b-a-khalimel-a,ba-khalimel-a
baakhalisa,b-a-khalis-a,b-a-khalis-a,ba-khalis-a
baakhandleka,b-a-khandlek-a,b-a-khandlek-a,ba-khandlek-a
baakhandwa,b-a-khandw-a,b-a-khandw-a,ba-khandw-a
baakhangwa,b-a-khangw-a,b-a-khangw-a,ba-khangw-a
baakhathela,b-a-khathel-a,b-a-khathel-a,ba-khathel-a
baakhawula,b-a-khawul-a,b-a-khawul-a,ba-khawul-a
baakhawulela,b-a-khawulel-a,b-a-khawulel-a,ba-khawulel-a
baakhetha,b-a-kheth-a,b-a-kheth-a,ba-kheth-a
baakhethwa,b-a-khethw-a,b-a-khethw-a,ba-khethw-a
baakhexa,b-a-khex-a,b-a-khex-a,ba-khex-a
baakhipha,b-a-khiph-a,b-a-khiph-a,ba-khiph-a
baakhokha,b-a-khokh-a,b-a-khokh-a,ba-khokh-a
baakhokhobela,b-a-khokhobel-a,b-a-khokhobel-a,ba-khokhobel-a
baakholwa,b-a-kholw-a,b-a-kholw-a,ba-kholw-a
baakhomba,b-a-khomb-a,b-a-khomb-a,ba-khomb-a
baakhombisa,b-a-khombis-a,b-a-khombis-a,ba-khombis-a
baakhonza,b-a-khonz-a,b-a-khonz-a,ba-khonz-a
baakhonzela,b-a-khonzel-a,b-a-khonzel-a,ba-khonzel-a
baakhoselisa,b-a-khoselis-a,b-a-khoselis-a,ba-khoselis-a
baakhubeka,b-a-khubek-a,b-a-khubek-a,ba-khubek-a
baakhula,b-a-khul-a,b-a-khul-a,ba-khul-a
baakhulisa,b-a-khulis-a,b-a-khulis-a,ba-khulis-a
baakhulisela,b-a-khulisel-a,b-a-khulisel-a,ba-khulisel-a
baakhulula,b-a-khulul-a,b-a-khulul-a,ba-khulul-a
baakhululwa,b-a-khululw-a,b-a-khululw-a,ba-khululw-a
baakhuluma,b-a-khulum-a,b-a-khulum-a,ba-khulum-a
baakhulumela,b-a-khulumel-a,b-a-khulumel-a,ba-khulumel-a
baakhulunywa,b-a-khulunyw-a,b-a-khulunyw-a,ba-khulunyw-a
baakhumbula,b-a-khumbul-a,b-a-khumbul-a,ba-khumbul-a
baakhuthaza,b-a-khuthaz-a,b-a-khuthaz-a,ba-khuthaz-a
baakhuthazana,b-a-khuthazan-a,b-a-khuthazan-a,ba-khuthazan-a
baakhuthazelela,b-a-khuthazelel-a,b-a-khuthazelel-a,ba-khuthazelel-a
baakhuthazwa,b-a-khuthazw-a,b-a-khuthazw-a,ba-khuthazw-a
baakhuthuzwa,b-a-khuthuzw-a,b-a-khuthuzw-a,ba-khuthuzw-a
baakhwelana,b-a-khwelan-a,b-a-khwelan-a,ba-khwelan-a
baaklama,b-a-klam-a,b-a-klam-a,ba-klam-a
baaklinya,b-a-kliny-a,b-a-kliny-a,ba-kliny-a
baaklukluluza,b-a-klukluluz-a,b-a-klukluluz-a,ba-klukluluz-a
baakweletwa,b-a-kweletw-a,b-a-kweletw-a,ba-kweletw-a
baalahla,b-a-lahl-a,b-a-lahl-a,ba-lahl-a
baalahlekelwa,b-a-lahlekelw-a,b-a-lahlekelw-a,ba-lahlekelw-a
baalalela,b-a-lalel-a,b-a-lalel-a,ba-lalel-a
baalalelisisa,b-a-lalelisis-a,b-a-lalelisis-a,ba-lalelisis-a
baalalelwa,b-a-lalelw-a,b-a-lalelw-a,ba-lalelw-a
baalambela,b-a-lambel-a,b-a-lambel-a,ba-lambel-a
baalanda,b-a-land-a,b-a-land-a,ba-land-a
baalandela,b-a-landel-a,b-a-landel-a,ba-landel-a
baalandelana,b-a-landelan-a,b-a-landelan-a,ba-landelan-a
baalangazelela,b-a-langazelel-a,b-a-langazelel-a,ba-langazelel-a
baalaywa,b-a-layw-a,b-a-layw-a,ba-layw-a
baalekele,ba-alekel-e,ba-alekel-e,ba-alekel-e
baalekelela,b-a-lekelel-a,b-a-lekelel-a,ba-lekelel-a
baalengela,b-a-lengel-a,b-a-lengel-a,ba-lengel-a
baalengwa,b-a-lengw-a,b-a-lengw-a,ba-lengw-a
baaletha,b-a-leth-a,b-a-leth-a,ba-leth-a
baalethwa,b-a-lethw-a,b-a-lethw-a,ba-lethw-a
baalinda,b-a-lind-a,b-a-lind-a,ba-lind-a
baalindela,b-a-lindel-a,b-a-lindel-a,ba-lindel-a
baalindelwa,b-a-lindelw-a,b-a-lindelw-a,ba-lindelw-a
baalinga,b-a-ling-a,b-a-ling-a,ba-ling-a
baalinganisana,b-a-linganisan-a,b-a-linganisan-a,ba-linganisan-a
baalingeka,b-a-lingek-a,b-a-lingek-a,ba-lingek-a
baaliwa,b-a-liw-a,b-a-liw-a,ba-liw-a
